#TaxCalculationService20200301,CalculateTax,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
#TaxCalculationRequest.INDATA.INVOICE.ATTRIBUTE1,TaxCalculationRequest.INDATA.INVOICE.CALCULATIONDIRECTION,TaxCalculationRequest.INDATA.INVOICE.EXTERNALCOMPANYID,TaxCalculationRequest.INDATA.INVOICE.COMPANYROLE,TaxCalculationRequest.INDATA.INVOICE.CURRENCYCODE,TaxCalculationRequest.INDATA.INVOICE.INVOICEDATE,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.COUNTRY,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.STATE,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.PROVINCE,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.CITY,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.COUNTY,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.POSTCODE,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.GEOCODE,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.COUNTRY,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.STATE,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.PROVINCE,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.CITY,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.COUNTY,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.POSTCODE,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.GEOCODE,TaxCalculationRequest.INDATA.Version,TaxCalculationRequest.INDATA.INVOICE.LINE.LINENUMBER,TaxCalculationRequest.INDATA.INVOICE.LINE.GROSSAMOUNT,TaxCalculationRequest.INDATA.INVOICE.LINE.QUANTITY,TaxCalculationRequest.INDATA.INVOICE.INVOICENUMBER,TaxCalculationRequest.INDATA.INVOICE.TRANSACTIONTYPE,TaxCalculationRequest.INDATA.INVOICE.LINE.ID,TaxCalculationRequest.INDATA.INVOICE.LINE.PRODUCTCODE,TaxCalculationRequest.INDATA.INVOICE.LINE.COMMODITYCODE,TaxCalculationRequest.INDATA.INVOICE.ISCREDIT,TaxCalculationRequest.INDATA.INVOICE.LINE.ISCREDIT,TaxCalculationRequest.INDATA.INVOICE.ORIGINALINVOICEDATE,TaxCalculationRequest.INDATA.INVOICE.LINE.ORIGINALINVOICEDATE,TaxCalculationRequest.INDATA.INVOICE.ISAUDITED,TaxCalculationRequest.INDATA.INVOICE.BUSINESSLOCATION,TaxCalculationRequest.INDATA.INVOICE.LINE.BUSINESSLOCATION,TaxCalculationRequest.INDATA.INVOICE.FILTERGROUPNAME,TaxCalculationRequest.INDATA.INVOICE.FILTERGROUPOWNER
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,COVINGTON,36453,3425,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6237,1,24-11-2025TC001-AL-22481,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,COVINGTON,36456,4002,US,AL,,UNINCORPORATED,COVINGTON,36456,4002,,1,6238,1,24-11-2025TC001-AL-22482,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,COVINGTON,36442,8111,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6239,1,24-11-2025TC001-AL-22483,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,COVINGTON,36420,6102,US,AL,,UNINCORPORATED,COVINGTON,36420,6102,,1,6240,1,24-11-2025TC001-AL-22484,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,COVINGTON,36474,2010,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6241,1,24-11-2025TC001-AL-22485,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,COVINGTON,36028,7030,US,AL,,UNINCORPORATED,COVINGTON,36028,7030,,1,6242,1,24-11-2025TC001-AL-22486,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,COVINGTON,36038,1,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6243,1,24-11-2025TC001-AL-22487,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,COVINGTON,36442,4701,US,AL,,UNINCORPORATED,COVINGTON,36442,4701,,1,6244,1,24-11-2025TC001-AL-22488,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,COVINGTON,36420,6138,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6245,1,24-11-2025TC001-AL-22489,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,BRANTLEY,CRENSHAW,36009,54,US,AL,,BRANTLEY,CRENSHAW,36009,54,,1,6246,1,24-11-2025TC001-AL-22490,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,DOZIER,CRENSHAW,36028,16,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6247,1,24-11-2025TC001-AL-22491,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,GLENWOOD,CRENSHAW,36034,64,US,AL,,GLENWOOD,CRENSHAW,36034,64,,1,6248,1,24-11-2025TC001-AL-22492,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,LUVERNE,CRENSHAW,36049,52,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6249,1,24-11-2025TC001-AL-22493,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,PETREY,CRENSHAW,36049,4400,US,AL,,PETREY,CRENSHAW,36049,4400,,1,6250,1,24-11-2025TC001-AL-22494,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,RUTLEDGE,CRENSHAW,36049,1355,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6251,1,24-11-2025TC001-AL-22495,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,CRENSHAW,36009,2428,US,AL,,UNINCORPORATED,CRENSHAW,36009,2428,,1,6252,1,24-11-2025TC001-AL-22496,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,CRENSHAW,36035,2239,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6253,1,24-11-2025TC001-AL-22497,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,CRENSHAW,36035,6502,US,AL,,UNINCORPORATED,CRENSHAW,36035,6502,,1,6254,1,24-11-2025TC001-AL-22498,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,CRENSHAW,36009,2405,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6255,1,24-11-2025TC001-AL-22499,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,CRENSHAW,36028,2508,US,AL,,UNINCORPORATED,CRENSHAW,36028,2508,,1,6256,1,24-11-2025TC001-AL-22500,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,CRENSHAW,36009,3700,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6257,1,24-11-2025TC001-AL-22501,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,CRENSHAW,36049,1508,US,AL,,UNINCORPORATED,CRENSHAW,36049,1508,,1,6258,1,24-11-2025TC001-AL-22502,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,ARAB,CULLMAN,35016,2865,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6259,1,24-11-2025TC001-AL-22503,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,BAILEYTON,CULLMAN,35019,18,US,AL,,BAILEYTON,CULLMAN,35019,18,,1,6260,1,24-11-2025TC001-AL-22504,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,COLONY,CULLMAN,35077,2407,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6261,1,24-11-2025TC001-AL-22505,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,CULLMAN,CULLMAN,35055,1,US,AL,,CULLMAN,CULLMAN,35055,1,,1,6262,1,24-11-2025TC001-AL-22506,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,DODGE CITY,CULLMAN,35057,4100,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6263,1,24-11-2025TC001-AL-22507,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,FAIRVIEW,CULLMAN,35058,1137,US,AL,,FAIRVIEW,CULLMAN,35058,1137,,1,6264,1,24-11-2025TC001-AL-22508,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,GARDEN CITY,CULLMAN,35055,3417,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6265,1,24-11-2025TC001-AL-22509,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,GOOD HOPE,CULLMAN,35055,200,US,AL,,GOOD HOPE,CULLMAN,35055,200,,1,6266,1,24-11-2025TC001-AL-22510,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,HANCEVILLE,CULLMAN,35077,20,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6267,1,24-11-2025TC001-AL-22511,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,HOLLY POND,CULLMAN,35055,8100,US,AL,,HOLLY POND,CULLMAN,35055,8100,,1,6268,1,24-11-2025TC001-AL-22512,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,SOUTH VINEMONT,CULLMAN,35058,100,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6269,1,24-11-2025TC001-AL-22513,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,CULLMAN,35016,3004,US,AL,,UNINCORPORATED,CULLMAN,35016,3004,,1,6270,1,24-11-2025TC001-AL-22514,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,CULLMAN,35077,1110,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6271,1,24-11-2025TC001-AL-22515,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,CULLMAN,35016,1015,US,AL,,UNINCORPORATED,CULLMAN,35016,1015,,1,6272,1,24-11-2025TC001-AL-22516,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,CULLMAN,35083,7147,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6273,1,24-11-2025TC001-AL-22517,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,CULLMAN,35077,3800,US,AL,,UNINCORPORATED,CULLMAN,35077,3800,,1,6274,1,24-11-2025TC001-AL-22518,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,WEST POINT,CULLMAN,35057,6513,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6275,1,24-11-2025TC001-AL-22519,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,ARITON,DALE,36311,74,US,AL,,ARITON,DALE,36311,74,,1,6276,1,24-11-2025TC001-AL-22520,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,CLAYHATCHEE,DALE,36322,4602,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6277,1,24-11-2025TC001-AL-22521,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,DALEVILLE,DALE,36322,14,US,AL,,DALEVILLE,DALE,36322,14,,1,6278,1,24-11-2025TC001-AL-22522,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,DOTHAN,DALE,36303,1,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6279,1,24-11-2025TC001-AL-22523,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,ENTERPRISE,DALE,36330,3448,US,AL,,ENTERPRISE,DALE,36330,3448,,1,6280,1,24-11-2025TC001-AL-22524,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,GRIMES,DALE,36303,806,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6281,1,24-11-2025TC001-AL-22525,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,LEVEL PLAINS,DALE,36322,3804,US,AL,,LEVEL PLAINS,DALE,36322,3804,,1,6282,1,24-11-2025TC001-AL-22526,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,MIDLAND CITY,DALE,36350,16,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6283,1,24-11-2025TC001-AL-22527,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,NAPIER FIELD,DALE,36303,819,US,AL,,NAPIER FIELD,DALE,36303,819,,1,6284,1,24-11-2025TC001-AL-22528,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,NEWTON,DALE,36322,5423,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6285,1,24-11-2025TC001-AL-22529,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,OZARK,DALE,36360,100,US,AL,,OZARK,DALE,36360,100,,1,6286,1,24-11-2025TC001-AL-22530,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,PINCKARD,DALE,36350,3101,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6287,1,24-11-2025TC001-AL-22531,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36010,5164,US,AL,,UNINCORPORATED,DALE,36010,5164,,1,6288,1,24-11-2025TC001-AL-22532,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36322,4823,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6289,1,24-11-2025TC001-AL-22533,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36322,5425,US,AL,,UNINCORPORATED,DALE,36322,5425,,1,6290,1,24-11-2025TC001-AL-22534,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36311,5001,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6291,1,24-11-2025TC001-AL-22535,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36322,2225,US,AL,,UNINCORPORATED,DALE,36322,2225,,1,6292,1,24-11-2025TC001-AL-22536,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36303,9200,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6293,1,24-11-2025TC001-AL-22537,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36322,4809,US,AL,,UNINCORPORATED,DALE,36322,4809,,1,6294,1,24-11-2025TC001-AL-22538,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36350,3104,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6295,1,24-11-2025TC001-AL-22539,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36350,5210,US,AL,,UNINCORPORATED,DALE,36350,5210,,1,6296,1,24-11-2025TC001-AL-22540,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36303,7008,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6297,1,24-11-2025TC001-AL-22541,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36350,3313,US,AL,,UNINCORPORATED,DALE,36350,3313,,1,6298,1,24-11-2025TC001-AL-22542,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36311,1300,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6299,1,24-11-2025TC001-AL-22543,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36322,1009,US,AL,,UNINCORPORATED,DALE,36322,1009,,1,6300,1,24-11-2025TC001-AL-22544,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,DALE,36303,800,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6301,1,24-11-2025TC001-AL-22545,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,ORRVILLE,DALLAS,36767,18,US,AL,,ORRVILLE,DALLAS,36767,18,,1,6302,1,24-11-2025TC001-AL-22546,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,SELMA,DALLAS,36701,1500,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6303,1,24-11-2025TC001-AL-22547,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,DALLAS,36701,107,US,AL,,UNINCORPORATED,DALLAS,36701,107,,1,6304,1,24-11-2025TC001-AL-22548,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,DALLAS,36701,500,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6305,1,24-11-2025TC001-AL-22549,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,DALLAS,36701,1,US,AL,,UNINCORPORATED,DALLAS,36701,1,,1,6306,1,24-11-2025TC001-AL-22550,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,DALLAS,36701,6412,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6307,1,24-11-2025TC001-AL-22551,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,VALLEY GRANDE,DALLAS,36701,105,US,AL,,VALLEY GRANDE,DALLAS,36701,105,,1,6308,1,24-11-2025TC001-AL-22552,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,COLLINSVILLE,DEKALB,35950,1625,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6309,1,24-11-2025TC001-AL-22553,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,CROSSVILLE,DEKALB,35962,15,US,AL,,CROSSVILLE,DEKALB,35962,15,,1,6310,1,24-11-2025TC001-AL-22554,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,FORT PAYNE,DEKALB,35967,2,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6311,1,24-11-2025TC001-AL-22555,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,FYFFE,DEKALB,35968,4800,US,AL,,FYFFE,DEKALB,35968,4800,,1,6312,1,24-11-2025TC001-AL-22556,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,GERALDINE,DEKALB,35962,4550,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6313,1,24-11-2025TC001-AL-22557,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,HAMMONDVILLE,DEKALB,35989,2549,US,AL,,HAMMONDVILLE,DEKALB,35989,2549,,1,6314,1,24-11-2025TC001-AL-22558,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,HENAGAR,DEKALB,35765,7312,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6315,1,24-11-2025TC001-AL-22559,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,IDER,DEKALB,35978,3400,US,AL,,IDER,DEKALB,35978,3400,,1,6316,1,24-11-2025TC001-AL-22560,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,LAKEVIEW,DEKALB,35971,3382,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6317,1,24-11-2025TC001-AL-22561,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,MENTONE,DEKALB,35984,2242,US,AL,,MENTONE,DEKALB,35984,2242,,1,6318,1,24-11-2025TC001-AL-22562,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,PINE RIDGE,DEKALB,35968,3621,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6319,1,24-11-2025TC001-AL-22563,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,POWELL,DEKALB,35771,5500,US,AL,,POWELL,DEKALB,35771,5500,,1,6320,1,24-11-2025TC001-AL-22564,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,RAINSVILLE,DEKALB,35968,3822,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6321,1,24-11-2025TC001-AL-22565,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,SAND ROCK,DEKALB,35961,4641,US,AL,,SAND ROCK,DEKALB,35961,4641,,1,6322,1,24-11-2025TC001-AL-22566,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,SHILOH,DEKALB,35968,4806,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6323,1,24-11-2025TC001-AL-22567,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
